Age,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10
,-0.0033065,-0.0004766,-0.0017756,-0.00097483,-0.0030498,-0.0065305,-0.0023011,0.005424,-0.012392,-0.0070256
,0.0036158,-0.0086244,-0.027654,-0.00046997,0.0055221,0.01323,-0.0038283,-0.0034387,-0.0059614,0.009676
,0.0063582,-0.000452,0.00067778,-0.018633,0.0022317,0.026091,0.0076706,-0.0081081,-0.018117,0.023648
,0.016677,-0.0025825,-0.0020535,-0.0010488,-0.019579,-0.0017587,0.016414,0.013559,-0.016898,-0.018857
,0.0020203,0.0159,0.018517,0.02349,-0.015958,-2.73E-05,0.0088971,-0.0032163,-0.0038106,0.013389
,-0.010448,0.014915,-0.0054162,0.0080295,-0.0019235,-0.025808,-0.0012048,-0.0064633,-0.0072443,0.021104
,0.0010374,0.0041623,0.0028397,0.011455,0.0027446,-0.016259,-0.016466,0.020956,-0.010264,-0.028623
,-0.0085464,0.00069052,-0.004488,-0.0013353,0.017189,0.018804,0.0016357,-0.0024318,0.0027105,0.014185
,0.0043362,-0.012773,0.010172,-0.01865,0.022032,-0.0043743,-0.010398,0.013629,-0.022345,-0.0094373
,0.007015,0.00062105,0.0093939,-0.0038861,0.0029144,0.014321,-0.018204,-0.0054472,-0.016609,0.014251
,0.014555,-0.0018567,-0.0050725,-0.003792,0.010226,0.0019927,0.01139,0.00090977,0.017994,0.0026115
,0.022682,-0.001771,0.01176,-0.0015665,-0.021201,-0.018812,-0.017628,-0.0144,0.0043834,-0.018121
,-0.0053694,0.003444,0.024027,0.0025032,-0.0071205,-0.0062584,0.0051533,0.034529,-0.026792,0.015915
,-0.017276,0.0026341,0.00078689,0.0012539,0.0075102,-0.019629,-0.0028237,-0.019502,0.036928,0.01464
,0.015029,-0.0080938,-0.0095116,-0.010554,0.02907,0.0058609,0.00078477,-0.0073701,0.010207,0.017093
,0.00106,0.0078986,0.0045882,0.00098256,0.0053638,0.0019132,0.014297,5.44E-06,-0.016146,-0.0030194
,-0.0099027,0.015467,-0.0082488,0.017266,-0.0031005,0.013339,-0.0069755,-0.019083,-0.0027448,0.0089915
,0.00064732,-0.0011947,0.010418,-0.0069602,0.012236,-0.01662,0.019726,0.016988,0.0097377,-0.0053804
,0.039719,-0.0072363,0.012707,0.0052839,-0.0061776,0.015846,0.0089404,0.0081733,-0.017627,0.018898
,0.0031486,-0.009182,-0.014004,0.010429,0.011647,-0.010943,0.0090463,0.00098567,0.0083233,0.00044493
